Dimension;Density;Algorithm;Num_Robots;Time;Overlapping
10;5;MSTC*;2;442,64141410460496;0,06824146981627296
10;5;TMSTC*;2;431,2422799275563;0,06299212598425197
10;5;MSTC*;4;246,6988455693981;0,15748031496062992
10;5;TMSTC*;4;261,09797974644664;0,22572178477690288
10;15;MSTC*;2;422,6988455693981;0,12023460410557185
10;15;TMSTC*;2;421,9271283903191;0,11143695014662756
10;15;MSTC*;4;225,19956708852428;0,16129032258064516
10;15;TMSTC*;4;239,46839819109852;0,2316715542521994
10;5;MSTC*;2;447,9705627484773;0,08661417322834646
10;5;TMSTC*;2;436,5707070523024;0,06824146981627296
10;5;MSTC*;4;259,3269840864938;0,2125984251968504
10;5;TMSTC*;4;257,78499276658806;0,2283464566929134
10;5;MSTC*;2;430,82770560562005;0,05774278215223097
10;5;TMSTC*;2;440,25627703419156;0,08923884514435695
10;5;MSTC*;4;242,48528137423855;0,14435695538057744
10;5;TMSTC*;4;249,88369403216092;0,18635170603674542
10;5;MSTC*;2;458,9411254969543;0,10236220472440945
10;5;TMSTC*;2;438,67012983700164;0,07611548556430446
10;5;MSTC*;4;270,61197685308184;0,2099737532808399
10;5;TMSTC*;4;259,2835497283357;0,2099737532808399
10;15;MSTC*;2;383,4138528028101;0,02932551319648094
10;15;TMSTC*;2;404,7275613017948;0,08504398826979472
10;15;MSTC*;4;227,1708513561276;0,18181818181818182
10;15;TMSTC*;4;234,6988455693981;0,21700879765395895
10;15;MSTC*;2;399,6274169979696;0,06451612903225806
10;15;TMSTC*;2;422,4124097645577;0,12316715542521994
10;15;MSTC*;4;240,72683978266852;0,16422287390029325
10;15;TMSTC*;4;240,61269837220806;0,21700879765395895
10;15;MSTC*;2;414,22683978266883;0,0967741935483871
10;15;TMSTC*;2;404,11341989133444;0,09970674486803519
10;15;MSTC*;4;224,05598842654092;0,17008797653958943
10;15;TMSTC*;4;237,98528137423855;0,26099706744868034
10;15;MSTC*;2;430,17012983700147;0,12316715542521994
10;15;TMSTC*;2;409,5279942132706;0,10263929618768329
10;15;MSTC*;4;241,56998553317618;0,20234604105571846
10;15;TMSTC*;4;253,8696969255257;0,2903225806451613
10;15;MSTC*;2;401,6274169979697;0,07331378299120235
10;15;TMSTC*;2;384,19956708852436;0,04105571847507331
10;15;MSTC*;4;221,05670994566714;0,15249266862170088
10;15;TMSTC*;4;221,94184701608043;0,15542521994134897
10;15;MSTC*;2;387,78499276658823;0,04398826979472141
10;15;TMSTC*;2;404,3564213380167;0,07624633431085044
10;15;MSTC*;4;231,55526690741468;0,17302052785923755
10;15;TMSTC*;4;242,9705627484771;0,1935483870967742
10;15;MSTC*;2;396,8424242313815;0,07038123167155426
10;15;TMSTC*;2;407,76955262170077;0,08211143695014662
10;15;MSTC*;4;239,94112549695424;0,2404692082111437
10;15;TMSTC*;4;234,0125540683828;0,187683284457478
10;15;MSTC*;2;409,08470415893777;0,07038123167155426
10;15;TMSTC*;2;424,38369403216126;0,10850439882697947
10;15;MSTC*;4;239,34170271225523;0,18181818181818182
10;15;TMSTC*;4;245,36897540639941;0,1906158357771261
10;15;MSTC*;2;420,0699855331764;0,08504398826979472
10;15;TMSTC*;2;418,58470415893777;0,10850439882697947
10;15;MSTC*;4;236,0552669074147;0,17888563049853373
10;15;TMSTC*;4;232,1701298370014;0,18475073313782991
10;15;MSTC*;2;417,79826835409733;0,07331378299120235
10;15;TMSTC*;2;403,05526690741505;0,06744868035190615
10;15;MSTC*;4;250,35642133801664;0,2316715542521994
10;15;TMSTC*;4;238,78499276658806;0,2375366568914956
10;15;MSTC*;2;402,12741699796953;0,06158357771260997
10;15;TMSTC*;2;413,04199131990583;0,0967741935483871
10;15;MSTC*;4;247,02799421327046;0,24926686217008798
10;15;TMSTC*;4;248,05526690741473;0,2756598240469208
10;15;MSTC*;2;419,5552669074148;0,09970674486803519
10;15;TMSTC*;2;411,0987012655731;0,09970674486803519
10;15;MSTC*;4;247,56926401405;0,2434017595307918
10;15;TMSTC*;4;252,63997106635236;0,2873900293255132
10;15;MSTC*;2;411,0419913199057;0,08504398826979472
10;15;TMSTC*;2;427,2555555150653;0,12316715542521994
10;15;MSTC*;4;260,026551175018;0,26099706744868034
10;15;TMSTC*;4;280,1259739597171;0,25219941348973607
10;15;MSTC*;2;413,3137084989848;0,093841642228739
10;15;TMSTC*;2;415,28427124746213;0,10557184750733138
